,rating,reviews,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout,amenities_list,amenities_count,region,bathroom_shared,bathroom_private,toilet_only,no_rating
715,4.74,90,3.5707198415372674,India,1.5,1,1,0,1,0,After 12 00 pm,11 00 am,"['Wifi', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Air conditioning', 'Hair dryer', 'Refrigerator', 'Breakfast']",8,Maharashtra,0,0,0,0
716,,2,4.2594505039619674,India,1.0,1,4,0,1,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Air conditioning', 'Refrigerator']",9,Maharashtra,0,0,0,1
717,4.81,43,5.014003110606371,India,3.0,3,10,0,3,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'Air conditioning']",9,Maharashtra,0,0,0,0
718,4.7,124,4.7131056967515725,India,2.0,2,4,0,2,0,2 00 pm - 6 00 pm,10 00 am,"['Mountain view', 'Ocean view', 'Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']",8,Maharashtra,0,0,0,0
719,,0,4.5113889572241215,India,2.5,2,7,0,2,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine', 'Air conditioning']",9,Maharashtra,0,0,0,1
720,4.6,5,4.729837103787478,India,4.0,4,12,0,4,0,2 00 pm - 11 00 pm,11 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'Pets allowed', '32"" HDTV with standard cable/satellite', 'Washing machine', 'Security cameras on property']",8,Maharashtra,0,0,0,0
721,,1,4.671589467507027,India,4.0,4,16,0,4,0,12 00 pm - 10 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Air conditioning', 'Hair dryer', 'Smoking allowed', 'Security cameras on property']",9,Goa,0,0,0,1
722,4.73,152,5.561330169510488,India,3.0,3,6,0,3,0,2 00 pm - 8 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine']",8,Maharashtra,0,0,0,0
723,4.62,50,4.449150290385496,India,1.0,2,4,0,2,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Security cameras on property']",8,Maharashtra,0,0,0,0
724,5.0,9,3.204801338714974,India,1.0,1,3,0,1,0,12 00 pm - 5 00 pm,10 00 am,"['City skyline view', 'Garden view', 'Kitchen', 'Wifi – 47 Mbps', 'Free on-street parking', 'Lift', 'Paid washer – In building', 'Godrej refrigerator']",8,Maharashtra,0,1,0,0
725,,2,4.60504969680185,India,4.0,4,16,0,4,0,After 12 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Air conditioning', 'Long-term stays allowed', 'Security cameras on property']",7,Goa,0,0,0,1
726,4.92,25,4.478157944947227,India,2.0,1,4,0,1,0,10 00 am - 8 00 pm,1 00 pm,"['Kitchen', 'Wifi', 'TV', 'Free washer – In unit', 'Dryer', 'AC – split-type ductless system', 'Luggage drop-off allowed', 'Hair dryer', 'Refrigerator']",9,Maharashtra,0,0,0,0
727,,1,2.592373379553769,India,1.5,1,2,0,1,0,After 12 00 pm,11 00 am,"['Courtyard view', 'Park view', 'Beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Air conditioning', 'Bath', 'Patio or balcony']",10,Goa,0,0,0,1
728,4.92,36,4.094746088025528,India,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Hair dryer', 'Refrigerator']",10,Maharashtra,0,0,0,0
729,5.0,5,5.116044001363932,India,3.5,3,9,0,3,0,2 00 pm - 9 00 pm,11 00 am,"['City skyline view', 'Kitchen', 'Wifi – 31 Mbps', 'Dedicated workspace', 'Free multistorey car park on premises – 1 space', 'HDTV with Chromecast', 'Netflix', 'Amazon Prime Video', 'Disney+', 'Lift', 'Security cameras on property']",11,Maharashtra,0,0,0,0
730,4.91,11,4.027930119323094,India,1.0,1,3,0,1,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Lift', 'Washing machine']",8,Maharashtra,0,0,0,0
731,4.64,11,4.727814212493452,India,2.0,2,6,0,2,0,After 3 00 pm,12 00 pm,"['Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 2 spaces', 'Pets allowed', '42"" HDTV with Amazon Prime Video', 'Netflix', 'Lift', 'Paid washer – In unit']",10,Maharashtra,0,0,0,0
732,,0,3.0739196931257813,India,1.0,1,2,0,1,0,Unknown,Unknown,"['Kitchen', 'Wifi', 'TV', 'Washing machine', 'Air conditioning', 'Long-term stays allowed']",6,Maharashtra,0,1,0,1
733,5.0,16,4.065002603938085,India,3.0,6,12,0,3,0,After 2 00 pm,12 00 pm,"['Bay view', 'City skyline view', 'Public or shared beach access', 'Kitchen', 'Fast wifi – 151 Mbps', 'Dedicated workspace', 'Free parking on premises – 1 space', '32"" HDTV with Disney+', 'Amazon Prime Video', 'Chromecast', 'cable/satellite TV']",11,Andhra Pradesh,0,0,0,0
734,,0,5.8634257875851885,India,5.0,5,15,0,5,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Air conditioning', 'Smoking allowed']",9,Maharashtra,0,0,0,1
735,4.94,17,3.0739196931257813,India,1.5,2,4,0,2,0,After 12 00 pm,10 00 am,"['Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Free washer – In building']",8,Goa,0,0,0,0
736,5.0,3,3.5710587671463414,India,1.0,2,3,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Air conditioning', 'Bath', 'Luggage drop-off allowed', 'Refrigerator', 'Microwave']",8,Maharashtra,0,0,0,0
737,4.9,80,4.577935187645698,India,2.5,2,5,0,2,0,After 3 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'Pets allowed', 'TV with standard cable/satellite', 'Lift']",8,Maharashtra,0,0,0,0
738,4.55,67,3.044522437723423,India,1.0,1,4,0,1,0,After 1 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free on-street parking', 'Refrigerator', 'Long-term stays allowed']",5,Maharashtra,0,0,0,0
739,4.96,25,3.9648211909951168,India,1.0,1,3,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'TV', 'Washing machine', 'Air conditioning', 'Hair dryer']",8,Maharashtra,0,0,0,0
740,4.55,56,3.91154096155282,India,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Dryer', 'Air conditioning', 'Luggage drop-off allowed', 'Hair dryer', 'Refrigerator']",9,Maharashtra,0,0,0,0
741,,0,2.4195645930507457,India,1.0,12,12,0,1,0,After 3 00 pm,Unknown,['Long-term stays allowed'],1,Maharashtra,1,0,0,1
742,4.59,59,3.2585598227182095,India,1.0,2,5,0,1,0,10 00 am - 10 00 pm,7 00 am,"['Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'TV with standard cable/satellite', 'Lift']",8,Odisha,0,0,0,0
743,5.0,16,4.647167393289664,India,3.0,2,6,0,2,0,After 2 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Air conditioning', 'Bath']",8,Maharashtra,0,0,0,0
744,4.88,17,3.8945213433378028,India,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Washing machine', 'Air conditioning', 'Hair dryer', 'Refrigerator']",8,Maharashtra,0,0,0,0
745,4.85,13,3.8977041101328007,India,1.0,2,3,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared outdoor pool – available all year', 'open specific hours', 'HDTV with cable/satellite TV', 'standard cable/satellite', 'AC – split-type ductless system', 'Bath']",10,Goa,0,0,0,0
746,,2,3.3002892331101346,India,1.0,2,2,0,1,0,Unknown,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Long-term stays allowed']",5,Maharashtra,0,0,0,1
747,4.67,12,3.6801061411467417,India,1.0,2,4,0,1,0,After 1 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable/satellite', 'Air conditioning', 'Refrigerator', 'Smoking allowed']",8,Maharashtra,0,0,0,0
748,4.66,35,4.503951016173039,India,2.0,2,12,0,2,0,After 1 00 pm,10 00 am,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'HDTV with cable/satellite TV', 'standard cable/satellite', 'Washing machine – In unit', 'Window AC unit', 'Patio or balcony', 'Garden']",9,Maharashtra,0,0,0,0
749,4.86,7,3.1934962293711475,India,1.0,1,3,0,1,0,12 00 pm - 5 00 pm,10 00 am,"['Garden view', 'Sea view', 'Kitchen', 'Wifi – 48 Mbps', 'Free on-street parking', 'Lift', 'Paid washer – In building', 'Godrej refrigerator']",8,Maharashtra,0,1,0,0
750,4.61,44,3.4581772878258,India,1.0,3,3,0,1,0,1 00 pm - 12 00 am,11 00 am,"['Beach access', 'Kitchen', 'Wifi', 'Free parking on premises', '32"" HDTV', 'Free washing machine', 'AC – split-type ductless system', 'Luggage drop-off allowed']",8,Maharashtra,0,1,0,0
751,4.95,21,4.094746088025528,India,1.0,1,2,0,1,0,2 00 pm - 11 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', '55"" HDTV with Amazon Prime Video', 'Netflix', 'Washing machine', 'Dryer', 'Air conditioning', 'Hair dryer', 'Security cameras on property']",11,Maharashtra,0,0,0,0
752,4.74,23,4.849957333751154,India,2.0,3,7,0,2,0,2 00 pm - 8 00 pm,11 00 am,"['Courtyard view', 'Garden view', 'Dedicated workspace', 'Free residential garage on premises – 3 spaces', 'Private outdoor pool – available all year', 'open specific hours', 'infinity', 'lap pool', '43"" HDTV with Amazon Prime Video', 'Netflix', 'Disney+', 'Free washer – In unit', 'Security cameras on property']",13,Maharashtra,0,0,0,0
753,4.76,50,4.414476329702723,India,2.0,3,6,0,2,0,1 00 pm - 6 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Dryer', 'Air conditioning']",8,MH,0,0,0,0
754,4.55,48,4.714078617211,India,3.0,3,6,0,2,0,After 3 00 pm,11 00 am,"['Sea view', 'Ocean view', 'Waterfront', 'Kitchen', 'Wifi', 'TV with standard cable/satellite', 'Lift', 'Free washer – In unit']",8,Maharashtra,0,0,0,0
755,,1,3.6657218074387057,India,1.0,1,2,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washing machine', 'Air conditioning', 'Long-term stays allowed']",8,Maharashtra,0,1,0,1
756,4.87,15,3.877456504845909,India,2.0,2,6,0,2,0,2 00 pm - 8 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Air conditioning']",8,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0
757,4.73,12,2.6910388552756737,India,1.0,1,1,0,0,1,After 10 00 am,10 00 am,"['Kitchen', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'AC – split-type ductless system', 'Refrigerator', 'Microwave']",8,Maharashtra,0,0,0,0
758,4.93,15,3.8945213433378028,India,2.0,4,7,0,0,1,1 00 pm - 5 00 pm,11 00 am,"['River view', 'Public or shared beach access', 'Wifi', 'Free driveway parking on premises', '43"" HDTV', 'Free washer – In unit', 'Window AC unit', 'AC – split-type ductless system', 'Security cameras on property']",9,Daman and Diu,1,0,0,0
759,4.53,57,3.2188758248682006,India,2.5,2,4,0,2,0,10 00 am - 7 00 pm,8 00 am,"['Bay view', 'Sea view', 'Beach access', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Free washing machine']",8,Odisha,0,0,0,0
760,5.0,36,5.02641377109271,India,2.0,2,5,0,2,0,After 2 00 pm,11 00 am,"['Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private hot tub', 'TV with standard cable/satellite', 'Lift', 'Washing machine']",8,Maharashtra,0,0,0,0
761,,1,3.3496926931294353,India,1.0,1,1,0,1,0,Unknown,Unknown,"['Kitchen', 'Wifi – 19 Mbps', 'Lift', 'Paid washer – In unit', 'Air conditioning', 'Smoking allowed', 'Long-term stays allowed']",7,Maharashtra,0,1,0,1
762,4.87,23,3.74367564234358,India,1.0,1,3,0,1,0,After 12 00 pm,10 00 am,"['Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Air conditioning', 'Patio or balcony', 'Garden', 'Smoking allowed']",8,MH,0,0,0,0
763,4.81,16,4.24728969639401,India,1.0,1,3,0,1,0,2 00 pm - 9 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Lift', 'Air conditioning', 'Hair dryer', 'Refrigerator']",8,Maharashtra,0,0,0,0
764,4.54,69,3.312651421449086,India,2.0,2,2,0,2,0,Unknown,Unknown,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Washing machine', 'Air conditioning', 'Luggage drop-off allowed']",8,Maharashtra,0,0,0,0
765,4.63,8,5.629093549104558,Pakistan,4.5,4,8,0,4,0,2 00 pm - 6 00 pm,10 00 am,"['Garden view', 'Sea view', 'Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning']",8,Sindh,0,0,0,0
766,,1,3.2534518478321575,India,1.0,1,1,0,1,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Dedicated workspace', 'Pets allowed', 'TV', 'Air conditioning', 'Shared backyard – Not fully fenced', 'Smoking allowed', 'Long-term stays allowed']",8,Maharashtra,0,0,0,1
767,4.67,18,3.570380801018678,India,1.0,1,3,0,1,0,After 1 00 pm,11 00 am,"['Kitchen', 'Free parking on premises', 'TV', 'Air conditioning', 'Refrigerator', 'Smoking allowed', 'Long-term stays allowed']",7,Maharashtra,0,0,0,0
768,4.92,12,4.034347253643727,India,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Lift', 'Free washer – In unit', 'Security cameras on property']",8,Maharashtra,0,0,0,0
769,,2,4.249699336114164,India,1.0,1,4,0,1,0,2 00 pm - 12 00 am,12 00 pm,"['Kitchen', 'Wifi', 'TV', 'Free washer – In unit', 'Air conditioning', 'Private backyard – Fully fenced', 'Hair dryer', 'Refrigerator']",8,Maharashtra,0,0,0,1
770,4.64,44,3.779523782171022,India,1.0,3,4,0,1,0,3 00 pm - 2 00 am,11 00 am,"['Garden view', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Lift', 'Washing machine', 'Air conditioning', 'Security cameras on property']",9,Maharashtra,0,0,0,0
771,5.0,22,4.887536952376527,India,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Washing machine', 'Dryer']",8,Maharashtra,0,0,0,0
772,,1,3.5055935770909628,India,1.0,2,3,0,1,0,After 12 00 pm,11 00 am,"['Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', '32"" HDTV with cable/satellite TV', 'standard cable/satellite', 'Lift', 'Paid washer – In unit', 'AC – split-type ductless system', 'Security cameras on property']",11,Maharashtra,0,1,0,1
773,4.59,29,4.34067111431989,India,1.0,1,3,0,1,0,After 12 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free on-street parking', '50"" HDTV with standard cable/satellite', 'Amazon Prime Video', 'Fire TV', 'Netflix', 'Lift', 'Free washer – In unit', 'Free dryer – In unit', 'Window AC unit']",11,Maharashtra,0,0,0,0
774,,0,2.9368004951776556,India,1.0,1,3,0,1,0,After 1 00 pm,12 00 pm,"['Public or shared beach access – Beachfront', 'Wifi', 'AC – split-type ductless system', 'Smoking allowed', 'Paid parking on premises', 'Long-term stays allowed', 'Security cameras on property']",7,Goa,0,1,0,1
775,,1,3.74367564234358,India,2.0,1,4,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'TV', 'Air conditioning', 'Smoking allowed', 'Long-term stays allowed', 'Security cameras on property']",6,Maharashtra,0,0,0,1
776,4.6,5,3.8942760950226556,India,1.0,1,4,0,1,0,After 12 00 pm,12 00 pm,"['Ethernet connection', 'Free parking on premises', 'TV with standard cable/satellite', 'Air conditioning', 'Luggage drop-off allowed', 'Refrigerator', 'Breakfast', 'Smoking allowed']",8,Maharashtra,0,1,0,0
777,5.0,3,3.5818441767181506,India,1.0,2,5,0,1,0,2 00 pm - 12 00 am,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', '40"" HDTV with Amazon Prime Video', 'Disney+', 'Fire TV', 'Paid washer – In unit', 'Dryer', 'Air conditioning', 'Security cameras on property']",10,Maharashtra,0,1,0,0
778,4.78,51,4.031357714795361,India,1.0,1,2,0,1,0,12 00 pm - 10 00 pm,11 00 am,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Dryer']",8,Maharashtra,1,0,0,0
779,4.8,7,3.0083035256120176,India,1.0,1,2,0,1,0,8 00 am - 10 00 pm,10 00 am,"['Beach access – Beachfront', 'Kitchen', 'Free on-street parking', 'TV', 'Lift', 'Washing machine', 'Dryer', 'Air conditioning']",8,Maharashtra,1,0,0,0
780,,1,3.164915692910514,India,1.5,0,3,0,1,0,After 9 00 am,8 00 am,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'HDTV with Amazon Prime Video', 'Disney+', 'Netflix', 'cable/satellite TV', 'standard cable/satellite', 'EV charger', 'Portable air conditioning']",12,Odisha,0,0,0,1
781,5.0,8,3.658606541534601,India,1.5,2,2,0,1,0,12 00 pm - 10 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Lift', 'Washing machine', 'Air conditioning', 'Bath', 'Long-term stays allowed']",7,Maharashtra,0,0,0,0
782,,0,3.451707236711114,India,1.0,1,2,0,1,0,After 12 00 pm,11 00 am,"['Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', '32"" HDTV with Netflix', 'cable/satellite TV', 'Lift', 'Paid washer – In unit', 'AC – split-type ductless system', 'Security cameras on property']",11,Maharashtra,0,1,0,1
783,4.86,222,4.878869410316492,India,3.5,6,8,0,2,0,2 00 pm - 4 00 pm,11 00 am,"['Sea view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Lift', 'Washing machine', 'Air conditioning']",8,Goa,0,0,0,0
784,4.77,35,3.916350975636605,India,1.0,1,2,0,1,0,12 00 pm - 3 00 pm,11 00 am,"['Beach access – Beachfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Air conditioning', 'Shared patio or balcony', 'Security cameras on property']",8,Goa,0,1,0,0
785,4.6,20,5.238362700983678,India,3.0,3,9,0,3,0,After 2 00 pm,11 00 am,"['Courtyard view', 'Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Pets allowed', 'TV with cable/satellite TV', 'Fire TV', 'Free washer – In building', 'Free dryer – In building']",11,Goa,0,0,0,0
786,5.0,25,4.073239882804565,India,1.0,1,3,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'TV', 'Washing machine', 'AC – split-type ductless system']",8,Goa,0,0,0,0
787,4.97,36,6.057291770644329,India,3.0,4,8,0,3,0,After 3 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'Air conditioning', 'Bath', 'Private patio or balcony']",10,Goa,0,0,0,0
788,4.82,113,4.238462291604285,India,1.0,2,3,0,1,0,After 12 00 pm,10 00 am,"['Garden view', 'Sea view', 'Beach access – Beachfront', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'Window AC unit', 'Bath']",8,Goa,0,0,0,0
789,4.89,70,5.902732084203797,India,5.0,5,12,0,4,0,After 1 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'TV with standard cable/satellite', 'Washing machine', 'Security cameras on property']",8,Goa,0,0,0,0
790,4.62,34,3.945434477194927,India,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Shared pool', 'Air conditioning', 'Garden', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",8,Goa,0,1,0,0
791,4.8,40,6.62963378391754,India,6.5,5,14,0,5,0,After 3 00 pm,12 00 pm,"['Ocean view', 'River view', 'Beach access – Beachfront', 'Kitchen', 'Fast wifi – 88 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Private hot tub', 'Pets allowed']",10,Goa,0,0,0,0
792,4.9,10,3.0672120100665423,India,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Air conditioning', 'Patio or balcony', 'Luggage drop-off allowed', 'Hair dryer']",8,Goa,0,1,0,0
793,4.85,133,4.027930119323094,India,1.0,2,4,0,2,0,After 1 00 pm,11 00 am,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free on-street parking', 'TV with standard cable/satellite', 'Air conditioning', 'Private patio or balcony', 'Refrigerator']",8,Goa,0,0,0,0
794,4.79,52,2.715253113396268,India,1.5,2,4,0,1,0,After 1 00 pm,11 00 am,"['Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Lift', 'Washing machine', 'Dryer', 'Air conditioning']",9,Goa,0,0,0,0
795,4.73,11,5.659398252703316,India,3.0,4,6,0,3,0,After 2 00 pm,12 00 pm,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'TV with standard cable/satellite', 'Air conditioning', 'Security cameras on property']",8,Goa,0,0,0,0
796,4.72,135,3.6930874555141413,India,2.5,3,7,0,3,0,After 12 00 pm,11 00 am,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'HDTV with standard cable/satellite', 'Security cameras on property']",8,Goa,0,0,0,0
